abbrev,name
CCAD,Columbus College of Art and Design
CCAD,Columbus College of Art Design
CCAD,Chelsea College of Art and Design
CCAD,Corcoran College of Art and Design
CCAEC,Citrus College Adult Education Consortium
CCAF,Community College of the Air Force
CCAL,College of Community Association Lawyers
CCAP,Center for College Affordability and Productivity
CCAP,Community College Access Program
CCAP,Columbia College Arts Partnerships
CCAPP,City College Academy for Professional Preparation
CCAPS,College and Career Access Persistence and Success
CCAS,Cross College Advising Service
CCAS,Center for College Access and Success
CCAS,College Center for Advising Services
CCAS,Council of Colleges of Arts and Sciences
CCAS,College Center for Academic Support
CCAS,Columbian College of Arts and Sciences
CCAT,Colorado College Alternative Transportation
CCAT,Cambridgeshire College of Arts and Technology
CCBA,Community College Baccalaureate Association
CCBC,Community College of Baltimore County
CCBC,Calvary Chapel Bible College
CCBC,Community College of Beaver County
CCBDC,Claremont Colleges Ballroom Dance Company
CCBE,Cambridge College Book Exchange
CCBI,Caribbean College of the Bible International
CCBST,Canadian College of Business Science and Technology
CCBT,College of Cognitive Behavioural Therapies
CCC,Coffeyville Community College
CCC,Cuyahoga Community College
CCC,Coast Community College
CCC,Cook County College
CCC,California Community College
CCC,Cleveland Community College
CCC,Corning Community College
CCC,College Collateral Courses
CCC,Coconino Community College
CCC,College Composition and Communication
CCC,Capital Community College
CCC,Clackamas Community College
CCC,College Core Curriculum
CCC,City Colleges of Chicago
CCC,Contra Costa College's
CCC,Camden County College
CCC,Central Community College
CCC,Coastline Community College
CCC,Contra Costa College
CCC,California Community Colleges
CCC,Coahoma Community College
CCC,Clovis Community College
CCC,Carteret Community College
CCC,Cumberland County College
CCC,Cayuga Community College
CCCA,City College Center for the Arts
CCCA,College of
CCCAP,Coalition of Community College Architecture Programs
CCCB,Central Christian College of the Bible
CCCBC,Corpus Christi College Boat Club
CCCC,Campbell County Community College
CCCC,Coastal Carolina Community College
CCCC,Commonwealth College Course Collaborative
CCCC,Central Carolina Community College
CCCC,Cape Cod Community College
CCCC,Cerro Coso Community College
CCCC,Collin County Community College
CCCC,Cloud County Community College
CCCC,College Career Center Consortium
CCCC,Conference College Composition and Communication
CCCC,Conference on College Composition and Communication
CCCC,Caroline Chisholm Catholic College
CCCC,Clark County Community College
CCCC,"Corpus Christi College, Cambridge"
CCCC,Contra Costa Community College
CCCCCC,Cowley County Community College Cross Country
CCCCD,Contra Costa Community College District
CCCD,Cook County College District
CCCD,Coast Community College District
CCCE,College Course Challenge Exam
CCCE,Century College Concurrent Enrollment
CCCG,College Completion Challenge Grant
CCCI,California Community College Independents
CCCIP,California Community College Internship Program
CCCIP,California Community College Innovative Projects
CCCJ,Council of Community Colleges of Jamaica
CCCL,Canadian College of Construction
CCCLA,Cleveland Chiropractic College of Los Angeles
CCCLA,Cleveland Chiropractic College in Los Angeles
CCCLA,Community College Conference on Learning Assessment
CCCMC,Caldwell Career Center Middle College
CCCO,Colorado Community Colleges Online
CCCOES,Colorado Community College and Occupational Education System
CCCOES,Colorado Community College Occupational Education System
CCCOPS,Cayuga Community College Office of Public Safety
CCCP,Canadian College of Clinical Pharmacy
CCCP,Center for Community College Partnerships
CCCP,College & Career Conservative Patriots
CCCR,Community Centred College for the Retired
CCCR,Career College and Civic Readiness
CCCS,Colorado Community College System
CCCS,California Community Colleges System
CCCT,Community College Championship Tournament
CCCU,Council Of Christian Colleges And Universities
CCCU,Community College of City University
CCCU,Council for Christian Colleges and Universities
CCD,Community College of Denver
CCD,Community Colleges Division
CCDC,Cordillera Career Development College
CCDC,Community College of the District of Columbia
CCDI,College Committee on Disability Issues
CCE,College of Continuing Education
CCE,Canada College of Education
CCEC,College of Computing Engineering and Construction
CCECS,College of Continuing Education and Community Service
CCEL,Canadian College of English Language
CCEP,Community College Entrepreneur Pathway
CCERT,College Community Emergency Response Team
CCET,Chandigarh College of Engineering and Technology
CCEW,Cummins College of Engineering for Women
CCF,Christ's College Finchley
CCF,College and Community Fellowship
CCF,College Community Fellowship
CCF,Counselors College Fair
CCFA,Citrus College Faculty Association
CCFA,College of Communication and Fine Arts
CCFC,Community College Facility Coalition
CCFCC,Colleges of Central Florida Career Consortium
CCFE,Castlebar College of Further Education
CCFF,Columbian College Facilitating Fund
CCFH,College Credit for Heroes
CCFI,Community College Financial Institute
CCFR,Cross College Faculty Research
CCFR,Canadian College Finals Rodeo
CCFS,Certified College Funding Specialist
CCFT,Cuesta College Federation of Teachers
CCFT,Cabrillo College Federation of Teachers
CCGA,College of Coastal Georgia
CCGA,College of Coastal Georgia Admissions
CCGA,College of Coastal Georgia's
CCGA,College of Coastal Georgia Athletics
CCGC,Canadian Coast Guard College
CCGI,California College Guidance Initiative
CCGI,California Colleges Guidance Initiative
CCGS,Cooperating Colleges of Greater Springfield
CCH,Cadet College Hasan
CCH,Cadet College Hassanabdal
CCHA,Central College Health Association
CCHA,Community College Humanities Association
CCHE,College Of Christian Higher Education
CCHS,College of Community Health Sciences
CCHS,College and Career High School
CCI,College Campus Initiative
CCI,Community College Internship
CCI,Community College Internships
CCI,Corinthian Colleges Inc
CCI,College of Commerce and Industry
CCI,College of Communication Information
CCIBC,Calvary Cathedral International Bible College
CCIC,College Career Information Center
CCIC,Connecticut Conference of Independent Colleges
CCIC,Community College Innovation Challenge
CCIF,College Completion Innovation Fund
CCIP,Community College Initiative Program
CCIR,College Connection Individual Registration
CCIS,College Consortium For International Studies
CCIS,College of Computer and Information Science
CCIW,College Conference of Illinois and Wisconsin
CCKK,Cadet College Kallar Kahar
CCL,Centenary College of Louisiana
CCLA,Community College Learning Assessment
CCLA,Community College Leadership Academy
CCLC,Community College League of California
CCLL,Carolina College for Lifelong Learning
CCLP,Community College Leadership Program
CCLR,College Career and Life Readiness
CCLT,Community College Leadership & Teaching Certificate
CCLU,Community College at Lingnan University
CCLU,Community College at Lingnan
CCM,County College of Morris
CCMA,California College Media Association
CCME,Council of College and
CCMS,Cincinnati College Of Mortuary Science
CCN,College Credit Now
CCN,Community College Network
CCN,Capstone College of Nursing
CCN,College Central Network
CCNB,Collège communautaire du Nouveau Brunswick
CCNB,Collège Communautaire du Nouveau
CCNM,Canadian College of Naturopathic Medicine
CCNN,Career College of Northern Nevada
CCNS,College Council of Nursing Students
CCNV,Christelijk College Nassau-Veluwe
CCNY,City College of New York
CCOB,Cotsakos College of Business
CCOB,Coleman College of Business
CCOC,Community Colleges Of Colorado
CCOC,College Conference on Cooperatives
CCOC,Cork College Of Commerce
CCOD,College for Community and Organisational Development
CCOE,Charter College of Education
CCOL,Commerce college of London
CCOM,Chicago College of Osteopathic Medicine
CCON,Columbia College of Nursing
CCOT,Canadian College of Online Training
CCP,Community College of Philadelphia
CCP,College Credit Plus
CCP,Career and College Promise
CCPA,Cincinnati College Preparatory Academy
CCPA,College of Community and Public Affairs
CCPA,Capital College Preparatory Academy
CCPA,Chicago College of Performing Arts
CCPA,Coliseum College Prep Academy
CCPC,Central College Presbyterian Church
CCPC,Chittagong Cantonment Public College
CCPCR,Committee on College and Pre College Russian
CCPE,Cambridge Colleges Physics Experience
CCPE,Cambridge Colleges' Physics Experience
CCPE,College of Continuing Professional Education
CCPI,Community College Petrochemical Initiative
CCPI,College and Career Pathways Institute
CCPO,College of Certified Pedorthists of Ontario
CCPO,College
CCPRO,Community College Public Relations Organization
CCPS,College of Continuing and Professional Studies
CCPS,College of Community and Public Service
CCPT,Community College Placement Test
CCQ,Community College of Qatar
CCR,College Community Rockland
CCR,College of Court Reporting
CCRA,College and Career Readiness anchor
CCRC,Community College Research Center
CCRC,College and Career Resource Center
CCRC,Continuing Care Retirement College
CCRC,Capital College and Research Centre
CCRI,Community College of Rhode Island
CCRI,Community College of Rhode
CCRI,College and Career Readiness Indicators
CCRL,College and Career Reference Library
CCRP,Community College Recruitment Program
CCRP,College Curriculum Renewal Project
CCRP,College and Career Readiness Plan
CCRS,College Credit Recommendation Service
CCRS,College and Career Ready Standards
CCRS,College and Career Readiness standards
CCRS,College Career Ready Standards
CCRS,College and Career Readiness and Success
CCRT,Conscious College Road Tour
CCS,College of Creative Studies
CCS,College for Creative Studies
CCS,Community Colleges of Spokane
CCSA,College Center for Scholarly Advancement
CCSC,Consortium for Computing Sciences in Colleges
CCSC,Cheung Chuk Shan College
CCSC,Columbia College Student Council
CCSD,California College San Diego
CCSE,College of Computer Sciences and Engineering
CCSF,City College of San Francisco
CCSF,City College of San Francisco's
CCSI,College Cheerleading Safety Initiative
CCSI,Community College Summer Institute
CCSIT,College of Computer Science and Information Technology
CCSJ,Calumet College of St Joseph
CCSN,Community College of Southern Nevada
CCSN,Community College of South Nevada
CCSNH,Community College System of New Hampshire
CCSSE,Community College Survey of Student Engagement
CCSU,Clayton College And State University
CCSU,Clayton College State University
CCSV,Columbia College Student Veterans
CCT,College Courses for Teach
CCT,Columbia College Today
CCT,Certificate in College Teaching
CCTB,College of Christian Theology Bangladesh
CCTC,Community College Training Connection
CCTC,Consortium Of College Testing Centers
CCTC,Central Carolina Technical College
CCTC,Churches of Christ Theological College
CCTP,Certificate of College Teaching Preparation
CCTR,Community College Transfer Relations
